t(s)	ch1x	ch1y
1.083014e+01	-4.257793e-01	9.048271e-01
1.083039e+01	-4.289351e-01	9.033353e-01
1.084419e+01	-4.320857e-01	9.018325e-01
1.084457e+01	-4.352311e-01	9.003188e-01
1.084506e+01	-4.383711e-01	8.987940e-01
1.084540e+01	-4.415059e-01	8.972584e-01
1.084571e+01	-4.446352e-01	8.957118e-01
1.084600e+01	-4.477591e-01	8.941542e-01
1.084628e+01	-4.508775e-01	8.925858e-01
1.084661e+01	-4.539905e-01	8.910065e-01
1.085995e+01	-4.570979e-01	8.894164e-01
1.086033e+01	-4.601998e-01	8.878154e-01
1.086074e+01	-4.632960e-01	8.862036e-01
1.086121e+01	-4.663866e-01	8.845810e-01
1.086159e+01	-4.694716e-01	8.829476e-01
1.086193e+01	-4.725508e-01	8.813035e-01
1.086223e+01	-4.756242e-01	8.796486e-01
1.086250e+01	-4.786919e-01	8.779830e-01
1.087619e+01	-4.817537e-01	8.763067e-01
1.087670e+01	-4.848096e-01	8.746197e-01
1.087721e+01	-4.878597e-01	8.729221e-01
1.087766e+01	-4.909038e-01	8.712138e-01
1.087807e+01	-4.939419e-01	8.694949e-01
1.087846e+01	-4.969740e-01	8.677655e-01
1.087887e+01	-5.000000e-01	8.660254e-01
1.087918e+01	-5.030199e-01	8.642748e-01
1.088007e+01	-5.060338e-01	8.625137e-01
1.089091e+01	-5.090414e-01	8.607420e-01
1.089124e+01	-5.120429e-01	8.589599e-01
1.089158e+01	-5.150381e-01	8.571673e-01
1.089192e+01	-5.180270e-01	8.553643e-01
1.089222e+01	-5.210096e-01	8.535508e-01
1.089251e+01	-5.239859e-01	8.517269e-01
1.090610e+01	-5.269558e-01	8.498927e-01
1.090639e+01	-5.299193e-01	8.480481e-01
1.090668e+01	-5.328763e-01	8.461932e-01
1.090697e+01	-5.358268e-01	8.443279e-01
1.090724e+01	-5.387708e-01	8.424524e-01
1.090751e+01	-5.417082e-01	8.405666e-01
1.090776e+01	-5.446390e-01	8.386706e-01
1.090805e+01	-5.475632e-01	8.367643e-01
1.092170e+01	-5.504807e-01	8.348479e-01
1.092197e+01	-5.533915e-01	8.329212e-01
1.092223e+01	-5.562956e-01	8.309845e-01
1.092249e+01	-5.591929e-01	8.290376e-01
1.092276e+01	-5.620834e-01	8.270806e-01
1.092303e+01	-5.649670e-01	8.251135e-01
1.092338e+01	-5.678437e-01	8.231364e-01
1.092410e+01	-5.707136e-01	8.211492e-01
1.093705e+01	-5.735764e-01	8.191520e-01
1.093744e+01	-5.764323e-01	8.171449e-01
1.093782e+01	-5.792812e-01	8.151278e-01
1.093822e+01	-5.821230e-01	8.131008e-01
1.093876e+01	-5.849577e-01	8.110638e-01
1.093919e+01	-5.877853e-01	8.090170e-01
1.093963e+01	-5.906057e-01	8.069603e-01
1.094021e+01	-5.934189e-01	8.048938e-01
1.095218e+01	-5.962249e-01	8.028175e-01
1.095244e+01	-5.990236e-01	8.007314e-01
1.095269e+01	-6.018150e-01	7.986355e-01
1.095294e+01	-6.045991e-01	7.965299e-01
1.095319e+01	-6.073758e-01	7.944146e-01
1.095344e+01	-6.101452e-01	7.922896e-01
1.095404e+01	-6.129071e-01	7.901550e-01
1.096784e+01	-6.156615e-01	7.880108e-01
1.096804e+01	-6.184084e-01	7.858569e-01
1.096823e+01	-6.211478e-01	7.836935e-01
1.096844e+01	-6.238796e-01	7.815205e-01
1.096864e+01	-6.266038e-01	7.793380e-01
1.096884e+01	-6.293204e-01	7.771460e-01
1.096903e+01	-6.320293e-01	7.749445e-01
1.096996e+01	-6.347305e-01	7.727336e-01
1.098359e+01	-6.374240e-01	7.705132e-01
1.098467e+01	-6.401097e-01	7.682835e-01
1.098487e+01	-6.427876e-01	7.660444e-01
1.098505e+01	-6.454577e-01	7.637960e-01
1.098519e+01	-6.481199e-01	7.615383e-01
1.098534e+01	-6.507742e-01	7.592713e-01
1.098547e+01	-6.534206e-01	7.569951e-01
1.098593e+01	-6.560590e-01	7.547096e-01
1.099863e+01	-6.586895e-01	7.524149e-01
1.099877e+01	-6.613119e-01	7.501111e-01
1.099891e+01	-6.639262e-01	7.477981e-01
1.099906e+01	-6.665325e-01	7.454760e-01
1.099921e+01	-6.691306e-01	7.431448e-01
1.099936e+01	-6.717206e-01	7.408046e-01
1.099998e+01	-6.743024e-01	7.384553e-01
1.101470e+01	-6.768760e-01	7.360971e-01
1.101493e+01	-6.794413e-01	7.337299e-01
1.101514e+01	-6.819984e-01	7.313537e-01
1.101534e+01	-6.845471e-01	7.289686e-01
1.101553e+01	-6.870875e-01	7.265747e-01
1.101571e+01	-6.896195e-01	7.241719e-01
1.101590e+01	-6.921432e-01	7.217602e-01
1.101607e+01	-6.946584e-01	7.193398e-01
1.103055e+01	-6.971651e-01	7.169106e-01
1.103083e+01	-6.996633e-01	7.144727e-01
1.103108e+01	-7.021531e-01	7.120260e-01
1.103133e+01	-7.046342e-01	7.095707e-01
1.103156e+01	-7.071068e-01	7.071068e-01
1.103178e+01	-7.095707e-01	7.046342e-01
1.103199e+01	-7.120260e-01	7.021531e-01
1.103226e+01	-7.144727e-01	6.996633e-01
1.104619e+01	-7.169106e-01	6.971651e-01
1.104658e+01	-7.193398e-01	6.946584e-01
1.104693e+01	-7.217602e-01	6.921432e-01
1.104729e+01	-7.241719e-01	6.896195e-01
1.104761e+01	-7.265747e-01	6.870875e-01
1.104792e+01	-7.289686e-01	6.845471e-01
1.104823e+01	-7.313537e-01	6.819984e-01
1.104854e+01	-7.337299e-01	6.794413e-01
1.106134e+01	-7.360971e-01	6.768760e-01
1.106181e+01	-7.384553e-01	6.743024e-01
1.106226e+01	-7.408046e-01	6.717206e-01
1.106267e+01	-7.431448e-01	6.691306e-01
1.106304e+01	-7.454760e-01	6.665325e-01
1.106338e+01	-7.477981e-01	6.639262e-01
1.106370e+01	-7.501111e-01	6.613119e-01
1.106413e+01	-7.524149e-01	6.586895e-01
1.107684e+01	-7.547096e-01	6.560590e-01
1.107733e+01	-7.569951e-01	6.534206e-01
1.107770e+01	-7.592713e-01	6.507742e-01
1.107808e+01	-7.615383e-01	6.481199e-01
1.107845e+01	-7.637960e-01	6.454577e-01
1.107884e+01	-7.660444e-01	6.427876e-01
1.107923e+01	-7.682835e-01	6.401097e-01
1.108008e+01	-7.705132e-01	6.374240e-01
1.109289e+01	0.000000e+00	0.000000e+00
1.109334e+01	0.000000e+00	0.000000e+00
1.109389e+01	0.000000e+00	0.000000e+00
1.109430e+01	0.000000e+00	0.000000e+00
1.109469e+01	0.000000e+00	0.000000e+00
1.109509e+01	0.000000e+00	0.000000e+00
1.109541e+01	0.000000e+00	0.000000e+00
1.109609e+01	0.000000e+00	0.000000e+00
1.110843e+01	0.000000e+00	0.000000e+00
1.110887e+01	0.000000e+00	0.000000e+00
1.110929e+01	0.000000e+00	0.000000e+00
1.110969e+01	0.000000e+00	0.000000e+00
1.111007e+01	0.000000e+00	0.000000e+00
1.111041e+01	0.000000e+00	0.000000e+00
1.111079e+01	0.000000e+00	0.000000e+00
1.112396e+01	0.000000e+00	0.000000e+00
1.112435e+01	0.000000e+00	0.000000e+00
1.112473e+01	0.000000e+00	0.000000e+00
1.112511e+01	0.000000e+00	0.000000e+00
1.112545e+01	0.000000e+00	0.000000e+00
1.112578e+01	0.000000e+00	0.000000e+00
1.112610e+01	0.000000e+00	0.000000e+00
1.112639e+01	0.000000e+00	0.000000e+00
1.114011e+01	0.000000e+00	0.000000e+00
1.114048e+01	0.000000e+00	0.000000e+00
1.114084e+01	0.000000e+00	0.000000e+00
1.114118e+01	0.000000e+00	0.000000e+00
1.114152e+01	0.000000e+00	0.000000e+00
1.114181e+01	0.000000e+00	0.000000e+00
1.114208e+01	0.000000e+00	0.000000e+00
1.114234e+01	0.000000e+00	0.000000e+00
1.115592e+01	0.000000e+00	0.000000e+00
1.115624e+01	0.000000e+00	0.000000e+00
1.115653e+01	0.000000e+00	0.000000e+00
1.115682e+01	0.000000e+00	0.000000e+00
1.115712e+01	0.000000e+00	0.000000e+00
1.115750e+01	0.000000e+00	0.000000e+00
1.115782e+01	0.000000e+00	0.000000e+00
1.115814e+01	0.000000e+00	0.000000e+00
1.117145e+01	0.000000e+00	0.000000e+00
1.117175e+01	0.000000e+00	0.000000e+00
1.117205e+01	0.000000e+00	0.000000e+00
1.117234e+01	0.000000e+00	0.000000e+00
1.117263e+01	0.000000e+00	0.000000e+00
1.117295e+01	0.000000e+00	0.000000e+00
1.117329e+01	0.000000e+00	0.000000e+00
1.117411e+01	0.000000e+00	0.000000e+00
1.118697e+01	0.000000e+00	0.000000e+00
1.118728e+01	0.000000e+00	0.000000e+00
1.118761e+01	0.000000e+00	0.000000e+00
1.118794e+01	0.000000e+00	0.000000e+00
1.118825e+01	0.000000e+00	0.000000e+00
1.118854e+01	0.000000e+00	0.000000e+00
1.118881e+01	0.000000e+00	0.000000e+00
1.119003e+01	0.000000e+00	0.000000e+00
1.120201e+01	0.000000e+00	0.000000e+00
1.120219e+01	0.000000e+00	0.000000e+00
1.120236e+01	0.000000e+00	0.000000e+00
1.120253e+01	0.000000e+00	0.000000e+00
1.120270e+01	0.000000e+00	0.000000e+00
1.120288e+01	0.000000e+00	0.000000e+00
1.120403e+01	0.000000e+00	0.000000e+00
1.121737e+01	0.000000e+00	0.000000e+00
1.121761e+01	0.000000e+00	0.000000e+00
1.121785e+01	0.000000e+00	0.000000e+00
1.121810e+01	0.000000e+00	0.000000e+00
1.121836e+01	0.000000e+00	0.000000e+00
1.121863e+01	0.000000e+00	0.000000e+00
1.121896e+01	0.000000e+00	0.000000e+00
1.122008e+01	0.000000e+00	0.000000e+00
1.123308e+01	0.000000e+00	0.000000e+00
1.123332e+01	0.000000e+00	0.000000e+00
1.123357e+01	0.000000e+00	0.000000e+00
1.123382e+01	0.000000e+00	0.000000e+00
1.123407e+01	0.000000e+00	0.000000e+00
1.123430e+01	0.000000e+00	0.000000e+00
1.123452e+01	0.000000e+00	0.000000e+00
1.124894e+01	0.000000e+00	0.000000e+00
1.124918e+01	0.000000e+00	0.000000e+00
1.124941e+01	0.000000e+00	0.000000e+00
1.124963e+01	0.000000e+00	0.000000e+00
1.124985e+01	0.000000e+00	0.000000e+00
1.125007e+01	0.000000e+00	0.000000e+00
1.125025e+01	0.000000e+00	0.000000e+00
1.125044e+01	0.000000e+00	0.000000e+00
1.126393e+01	0.000000e+00	0.000000e+00
1.126415e+01	0.000000e+00	0.000000e+00
1.126436e+01	0.000000e+00	0.000000e+00
1.126457e+01	0.000000e+00	0.000000e+00
1.126479e+01	0.000000e+00	0.000000e+00
1.126501e+01	0.000000e+00	0.000000e+00
1.126522e+01	0.000000e+00	0.000000e+00
1.126597e+01	0.000000e+00	0.000000e+00
1.128000e+01	0.000000e+00	0.000000e+00
1.128069e+01	0.000000e+00	0.000000e+00
1.128094e+01	0.000000e+00	0.000000e+00
1.128115e+01	0.000000e+00	0.000000e+00
1.128135e+01	0.000000e+00	0.000000e+00
1.128154e+01	0.000000e+00	0.000000e+00
1.128172e+01	0.000000e+00	0.000000e+00
1.128198e+01	0.000000e+00	0.000000e+00
1.129583e+01	0.000000e+00	0.000000e+00
1.129619e+01	0.000000e+00	0.000000e+00
1.129650e+01	0.000000e+00	0.000000e+00
1.129678e+01	0.000000e+00	0.000000e+00
1.129706e+01	0.000000e+00	0.000000e+00
1.129731e+01	0.000000e+00	0.000000e+00
1.129797e+01	0.000000e+00	0.000000e+00
1.129818e+01	0.000000e+00	0.000000e+00
1.131199e+01	0.000000e+00	0.000000e+00
1.131240e+01	0.000000e+00	0.000000e+00
1.131278e+01	0.000000e+00	0.000000e+00
1.131314e+01	0.000000e+00	0.000000e+00
1.131354e+01	0.000000e+00	0.000000e+00
1.131387e+01	0.000000e+00	0.000000e+00
1.131417e+01	0.000000e+00	0.000000e+00
1.131445e+01	0.000000e+00	0.000000e+00
1.132700e+01	0.000000e+00	0.000000e+00
1.132774e+01	0.000000e+00	0.000000e+00
1.132813e+01	0.000000e+00	0.000000e+00
1.132863e+01	0.000000e+00	0.000000e+00
1.132899e+01	0.000000e+00	0.000000e+00
1.132931e+01	0.000000e+00	0.000000e+00
1.132962e+01	0.000000e+00	0.000000e+00
1.133010e+01	0.000000e+00	0.000000e+00
1.134290e+01	0.000000e+00	0.000000e+00
1.134327e+01	0.000000e+00	0.000000e+00
1.134366e+01	0.000000e+00	0.000000e+00
1.134404e+01	0.000000e+00	0.000000e+00
1.134447e+01	0.000000e+00	0.000000e+00
1.134479e+01	0.000000e+00	0.000000e+00
1.134510e+01	0.000000e+00	0.000000e+00
1.134607e+01	0.000000e+00	0.000000e+00
1.135887e+01	0.000000e+00	0.000000e+00
1.135918e+01	0.000000e+00	0.000000e+00
1.135949e+01	0.000000e+00	0.000000e+00
1.135980e+01	0.000000e+00	0.000000e+00
1.136011e+01	0.000000e+00	0.000000e+00
1.136052e+01	0.000000e+00	0.000000e+00
1.136086e+01	0.000000e+00	0.000000e+00
1.136210e+01	0.000000e+00	0.000000e+00
1.137449e+01	0.000000e+00	0.000000e+00
1.137481e+01	0.000000e+00	0.000000e+00
1.137512e+01	0.000000e+00	0.000000e+00
1.137542e+01	0.000000e+00	0.000000e+00
1.137572e+01	0.000000e+00	0.000000e+00
1.137600e+01	0.000000e+00	0.000000e+00
1.137626e+01	0.000000e+00	0.000000e+00
1.138994e+01	0.000000e+00	0.000000e+00
1.139017e+01	0.000000e+00	0.000000e+00
1.139040e+01	0.000000e+00	0.000000e+00
1.139064e+01	0.000000e+00	0.000000e+00
1.139088e+01	0.000000e+00	0.000000e+00
1.139111e+01	0.000000e+00	0.000000e+00
1.139132e+01	0.000000e+00	0.000000e+00
1.139199e+01	0.000000e+00	0.000000e+00
1.140584e+01	0.000000e+00	0.000000e+00
1.140604e+01	0.000000e+00	0.000000e+00
1.140623e+01	0.000000e+00	0.000000e+00
1.140644e+01	0.000000e+00	0.000000e+00
1.140664e+01	0.000000e+00	0.000000e+00
1.140684e+01	0.000000e+00	0.000000e+00
1.140705e+01	0.000000e+00	0.000000e+00
1.140802e+01	0.000000e+00	0.000000e+00
1.142073e+01	0.000000e+00	0.000000e+00
1.142097e+01	0.000000e+00	0.000000e+00
1.142119e+01	0.000000e+00	0.000000e+00
1.142142e+01	0.000000e+00	0.000000e+00
1.142165e+01	0.000000e+00	0.000000e+00
1.142189e+01	0.000000e+00	0.000000e+00
1.142213e+01	0.000000e+00	0.000000e+00
1.143589e+01	0.000000e+00	0.000000e+00
1.143618e+01	0.000000e+00	0.000000e+00
1.143643e+01	0.000000e+00	0.000000e+00
1.143670e+01	0.000000e+00	0.000000e+00
1.143697e+01	0.000000e+00	0.000000e+00
1.143721e+01	0.000000e+00	0.000000e+00
1.143744e+01	0.000000e+00	0.000000e+00
1.143801e+01	0.000000e+00	0.000000e+00
1.145168e+01	0.000000e+00	0.000000e+00
1.145191e+01	0.000000e+00	0.000000e+00
1.145214e+01	0.000000e+00	0.000000e+00
1.145237e+01	0.000000e+00	0.000000e+00
1.145260e+01	0.000000e+00	0.000000e+00
1.145283e+01	0.000000e+00	0.000000e+00
1.145306e+01	0.000000e+00	0.000000e+00
1.145402e+01	0.000000e+00	0.000000e+00
1.146774e+01	0.000000e+00	0.000000e+00
1.146799e+01	0.000000e+00	0.000000e+00
1.146822e+01	0.000000e+00	0.000000e+00
1.146844e+01	0.000000e+00	0.000000e+00
1.146867e+01	0.000000e+00	0.000000e+00
1.146902e+01	0.000000e+00	0.000000e+00
1.146924e+01	0.000000e+00	0.000000e+00
1.147000e+01	0.000000e+00	0.000000e+00
1.148309e+01	0.000000e+00	0.000000e+00
1.148326e+01	0.000000e+00	0.000000e+00
1.148343e+01	0.000000e+00	0.000000e+00
1.148360e+01	0.000000e+00	0.000000e+00
1.148377e+01	0.000000e+00	0.000000e+00
1.148401e+01	0.000000e+00	0.000000e+00
1.148418e+01	0.000000e+00	0.000000e+00
1.149884e+01	0.000000e+00	0.000000e+00
1.149904e+01	0.000000e+00	0.000000e+00
1.149924e+01	0.000000e+00	0.000000e+00
1.149943e+01	0.000000e+00	0.000000e+00
1.149962e+01	0.000000e+00	0.000000e+00
1.149982e+01	0.000000e+00	0.000000e+00
1.150000e+01	0.000000e+00	0.000000e+00
1.150018e+01	0.000000e+00	0.000000e+00
1.151379e+01	0.000000e+00	0.000000e+00
1.151407e+01	0.000000e+00	0.000000e+00
1.151433e+01	0.000000e+00	0.000000e+00
1.151458e+01	0.000000e+00	0.000000e+00
1.151484e+01	0.000000e+00	0.000000e+00
1.151508e+01	0.000000e+00	0.000000e+00
1.151530e+01	0.000000e+00	0.000000e+00
1.151603e+01	0.000000e+00	0.000000e+00
1.153024e+01	0.000000e+00	0.000000e+00
1.153049e+01	0.000000e+00	0.000000e+00
1.153075e+01	0.000000e+00	0.000000e+00
1.153118e+01	0.000000e+00	0.000000e+00
1.153140e+01	0.000000e+00	0.000000e+00
1.153162e+01	0.000000e+00	0.000000e+00
1.153184e+01	0.000000e+00	0.000000e+00
1.153204e+01	0.000000e+00	0.000000e+00
1.154607e+01	0.000000e+00	0.000000e+00
1.154643e+01	0.000000e+00	0.000000e+00
1.154685e+01	0.000000e+00	0.000000e+00
1.154719e+01	0.000000e+00	0.000000e+00
1.154750e+01	0.000000e+00	0.000000e+00
1.154779e+01	0.000000e+00	0.000000e+00
1.154818e+01	0.000000e+00	0.000000e+00
1.154843e+01	0.000000e+00	0.000000e+00
1.156147e+01	0.000000e+00	0.000000e+00
1.156190e+01	0.000000e+00	0.000000e+00
1.156244e+01	0.000000e+00	0.000000e+00
1.156281e+01	0.000000e+00	0.000000e+00
1.156317e+01	0.000000e+00	0.000000e+00
1.156347e+01	0.000000e+00	0.000000e+00
1.156375e+01	0.000000e+00	0.000000e+00
1.156407e+01	0.000000e+00	0.000000e+00
1.157704e+01	0.000000e+00	0.000000e+00
1.157743e+01	0.000000e+00	0.000000e+00
1.157804e+01	0.000000e+00	0.000000e+00
1.157843e+01	0.000000e+00	0.000000e+00
1.157877e+01	0.000000e+00	0.000000e+00
1.157911e+01	0.000000e+00	0.000000e+00
1.157946e+01	0.000000e+00	0.000000e+00
1.158013e+01	0.000000e+00	0.000000e+00
1.159287e+01	0.000000e+00	0.000000e+00
1.159327e+01	0.000000e+00	0.000000e+00
1.159368e+01	0.000000e+00	0.000000e+00
1.159408e+01	0.000000e+00	0.000000e+00
1.159471e+01	0.000000e+00	0.000000e+00
1.159505e+01	0.000000e+00	0.000000e+00
1.159546e+01	0.000000e+00	0.000000e+00
1.159605e+01	0.000000e+00	0.000000e+00
1.160828e+01	0.000000e+00	0.000000e+00
1.160865e+01	0.000000e+00	0.000000e+00
1.160901e+01	0.000000e+00	0.000000e+00
1.160936e+01	0.000000e+00	0.000000e+00
1.160971e+01	0.000000e+00	0.000000e+00
1.161005e+01	0.000000e+00	0.000000e+00
1.161034e+01	0.000000e+00	0.000000e+00
1.162314e+01	0.000000e+00	0.000000e+00
1.162342e+01	0.000000e+00	0.000000e+00
1.162370e+01	0.000000e+00	0.000000e+00
1.162399e+01	0.000000e+00	0.000000e+00
1.162429e+01	0.000000e+00	0.000000e+00
1.162459e+01	0.000000e+00	0.000000e+00
1.162489e+01	0.000000e+00	0.000000e+00
1.162604e+01	0.000000e+00	0.000000e+00
1.163840e+01	0.000000e+00	0.000000e+00
1.163862e+01	0.000000e+00	0.000000e+00
1.163883e+01	0.000000e+00	0.000000e+00
1.163905e+01	0.000000e+00	0.000000e+00
1.163928e+01	0.000000e+00	0.000000e+00
1.163951e+01	0.000000e+00	0.000000e+00
1.164009e+01	0.000000e+00	0.000000e+00
1.165488e+01	0.000000e+00	0.000000e+00
1.165530e+01	0.000000e+00	0.000000e+00
1.165559e+01	0.000000e+00	0.000000e+00
1.165590e+01	0.000000e+00	0.000000e+00
1.165629e+01	0.000000e+00	0.000000e+00
1.165661e+01	0.000000e+00	0.000000e+00
1.165692e+01	0.000000e+00	0.000000e+00
1.165724e+01	0.000000e+00	0.000000e+00
1.165809e+01	0.000000e+00	0.000000e+00
1.167016e+01	0.000000e+00	0.000000e+00
1.167041e+01	0.000000e+00	0.000000e+00
1.167066e+01	0.000000e+00	0.000000e+00
1.167092e+01	0.000000e+00	0.000000e+00
1.167117e+01	0.000000e+00	0.000000e+00
1.167143e+01	0.000000e+00	0.000000e+00
1.167206e+01	0.000000e+00	0.000000e+00
1.168535e+01	0.000000e+00	0.000000e+00
1.168564e+01	0.000000e+00	0.000000e+00
1.168590e+01	0.000000e+00	0.000000e+00
1.168615e+01	0.000000e+00	0.000000e+00
1.168643e+01	0.000000e+00	0.000000e+00
1.168670e+01	0.000000e+00	0.000000e+00
1.168708e+01	0.000000e+00	0.000000e+00
1.168813e+01	0.000000e+00	0.000000e+00
1.170078e+01	0.000000e+00	0.000000e+00
1.170100e+01	0.000000e+00	0.000000e+00
1.170122e+01	0.000000e+00	0.000000e+00
1.170144e+01	0.000000e+00	0.000000e+00
1.170167e+01	0.000000e+00	0.000000e+00
1.170190e+01	0.000000e+00	0.000000e+00
1.170210e+01	0.000000e+00	0.000000e+00
1.171613e+01	0.000000e+00	0.000000e+00
1.171630e+01	0.000000e+00	0.000000e+00
1.171648e+01	0.000000e+00	0.000000e+00
1.171665e+01	0.000000e+00	0.000000e+00
1.171682e+01	0.000000e+00	0.000000e+00
1.171701e+01	0.000000e+00	0.000000e+00
1.171720e+01	0.000000e+00	0.000000e+00
1.171802e+01	0.000000e+00	0.000000e+00
1.173217e+01	0.000000e+00	0.000000e+00
1.173250e+01	0.000000e+00	0.000000e+00
1.173275e+01	0.000000e+00	0.000000e+00
1.173301e+01	0.000000e+00	0.000000e+00
1.173324e+01	0.000000e+00	0.000000e+00
1.173345e+01	0.000000e+00	0.000000e+00
1.173368e+01	0.000000e+00	0.000000e+00
1.173400e+01	0.000000e+00	0.000000e+00
1.174766e+01	0.000000e+00	0.000000e+00
1.174799e+01	0.000000e+00	0.000000e+00
1.174831e+01	0.000000e+00	0.000000e+00
1.174859e+01	0.000000e+00	0.000000e+00
1.174930e+01	0.000000e+00	0.000000e+00
1.174953e+01	0.000000e+00	0.000000e+00
1.174975e+01	0.000000e+00	0.000000e+00
1.175000e+01	0.000000e+00	0.000000e+00
1.176294e+01	0.000000e+00	0.000000e+00
1.176329e+01	0.000000e+00	0.000000e+00
1.176363e+01	0.000000e+00	0.000000e+00
1.176396e+01	0.000000e+00	0.000000e+00
1.176426e+01	0.000000e+00	0.000000e+00
1.176461e+01	0.000000e+00	0.000000e+00
1.176489e+01	0.000000e+00	0.000000e+00
1.176604e+01	0.000000e+00	0.000000e+00
1.177900e+01	0.000000e+00	0.000000e+00
1.177943e+01	0.000000e+00	0.000000e+00
1.177984e+01	0.000000e+00	0.000000e+00
1.178023e+01	0.000000e+00	0.000000e+00
1.178060e+01	0.000000e+00	0.000000e+00
1.178096e+01	0.000000e+00	0.000000e+00
1.178128e+01	0.000000e+00	0.000000e+00
1.178207e+01	0.000000e+00	0.000000e+00
1.179442e+01	0.000000e+00	0.000000e+00
1.179505e+01	0.000000e+00	0.000000e+00
1.179561e+01	0.000000e+00	0.000000e+00
1.179598e+01	0.000000e+00	0.000000e+00
1.179634e+01	0.000000e+00	0.000000e+00
1.179667e+01	0.000000e+00	0.000000e+00
1.179698e+01	0.000000e+00	0.000000e+00
1.179806e+01	0.000000e+00	0.000000e+00
1.181039e+01	0.000000e+00	0.000000e+00
1.181076e+01	0.000000e+00	0.000000e+00
1.181113e+01	0.000000e+00	0.000000e+00
1.181146e+01	0.000000e+00	0.000000e+00
1.181178e+01	0.000000e+00	0.000000e+00
1.181209e+01	0.000000e+00	0.000000e+00
1.181237e+01	0.000000e+00	0.000000e+00
1.182599e+01	0.000000e+00	0.000000e+00
1.182631e+01	0.000000e+00	0.000000e+00
1.182665e+01	0.000000e+00	0.000000e+00
1.182699e+01	0.000000e+00	0.000000e+00
1.182734e+01	0.000000e+00	0.000000e+00
1.182768e+01	0.000000e+00	0.000000e+00
1.182802e+01	0.000000e+00	0.000000e+00
1.182833e+01	0.000000e+00	0.000000e+00
1.184119e+01	0.000000e+00	0.000000e+00
1.184158e+01	0.000000e+00	0.000000e+00
1.184196e+01	0.000000e+00	0.000000e+00
1.184232e+01	0.000000e+00	0.000000e+00
1.184271e+01	0.000000e+00	0.000000e+00
1.184303e+01	0.000000e+00	0.000000e+00
1.184342e+01	0.000000e+00	0.000000e+00
1.184406e+01	0.000000e+00	0.000000e+00
1.185652e+01	0.000000e+00	0.000000e+00
1.185676e+01	0.000000e+00	0.000000e+00
1.185699e+01	0.000000e+00	0.000000e+00
1.185722e+01	0.000000e+00	0.000000e+00
1.185745e+01	0.000000e+00	0.000000e+00
1.185767e+01	0.000000e+00	0.000000e+00
1.185802e+01	0.000000e+00	0.000000e+00
1.187191e+01	0.000000e+00	0.000000e+00
1.187213e+01	0.000000e+00	0.000000e+00
1.187235e+01	0.000000e+00	0.000000e+00
1.187257e+01	0.000000e+00	0.000000e+00
1.187280e+01	0.000000e+00	0.000000e+00
1.187303e+01	0.000000e+00	0.000000e+00
1.187324e+01	0.000000e+00	0.000000e+00
1.187398e+01	0.000000e+00	0.000000e+00
1.188721e+01	0.000000e+00	0.000000e+00
1.188740e+01	0.000000e+00	0.000000e+00
1.188758e+01	0.000000e+00	0.000000e+00
1.188777e+01	0.000000e+00	0.000000e+00
1.188795e+01	0.000000e+00	0.000000e+00
1.188813e+01	0.000000e+00	0.000000e+00
1.188830e+01	0.000000e+00	0.000000e+00
1.190296e+01	0.000000e+00	0.000000e+00
1.190310e+01	0.000000e+00	0.000000e+00
1.190324e+01	0.000000e+00	0.000000e+00
1.190338e+01	0.000000e+00	0.000000e+00
1.190352e+01	0.000000e+00	0.000000e+00
1.190365e+01	0.000000e+00	0.000000e+00
1.190381e+01	0.000000e+00	0.000000e+00
1.190395e+01	0.000000e+00	0.000000e+00
1.191843e+01	0.000000e+00	0.000000e+00
1.191856e+01	0.000000e+00	0.000000e+00
1.191869e+01	0.000000e+00	0.000000e+00
1.191881e+01	0.000000e+00	0.000000e+00
1.191894e+01	0.000000e+00	0.000000e+00
1.191907e+01	0.000000e+00	0.000000e+00
1.191920e+01	0.000000e+00	0.000000e+00
1.191995e+01	0.000000e+00	0.000000e+00
1.193366e+01	0.000000e+00	0.000000e+00
1.193387e+01	0.000000e+00	0.000000e+00
1.193409e+01	0.000000e+00	0.000000e+00
1.193431e+01	0.000000e+00	0.000000e+00
1.193453e+01	0.000000e+00	0.000000e+00
1.193476e+01	0.000000e+00	0.000000e+00
1.193498e+01	0.000000e+00	0.000000e+00
1.193599e+01	0.000000e+00	0.000000e+00
1.195025e+01	0.000000e+00	0.000000e+00
1.195051e+01	0.000000e+00	0.000000e+00
1.195075e+01	0.000000e+00	0.000000e+00
1.195100e+01	0.000000e+00	0.000000e+00
1.195125e+01	0.000000e+00	0.000000e+00
1.195148e+01	0.000000e+00	0.000000e+00
1.195172e+01	0.000000e+00	0.000000e+00
1.195203e+01	0.000000e+00	0.000000e+00
1.196576e+01	0.000000e+00	0.000000e+00
1.196604e+01	0.000000e+00	0.000000e+00
1.196625e+01	0.000000e+00	0.000000e+00
1.196651e+01	0.000000e+00	0.000000e+00
1.196670e+01	0.000000e+00	0.000000e+00
1.196688e+01	0.000000e+00	0.000000e+00
1.196707e+01	0.000000e+00	0.000000e+00
1.196795e+01	0.000000e+00	0.000000e+00
1.198093e+01	0.000000e+00	0.000000e+00
1.198112e+01	0.000000e+00	0.000000e+00
1.198131e+01	0.000000e+00	0.000000e+00
1.198149e+01	0.000000e+00	0.000000e+00
1.198169e+01	0.000000e+00	0.000000e+00
1.198188e+01	0.000000e+00	0.000000e+00
